id,spatial_representation_type
eb6be344-5320-1d32-f0dc-159aead3968d,grid
367b2e47-0b55-502a-5e8c-6445fe535721,grid
61422bfc-49b7-aadc-a440-c52724cf3516,grid
bc00bb23-613d-9c74-7b14-96c784e8aa59,grid
ed9b9682-84eb-13bb-6817-ad03449ef709,grid
e1404a0e-1d79-8c80-81c9-953b57f96042,grid
46349bed-f3ac-f976-daa4-5072a09863fb,grid
46392ddb-5747-7c46-5fda-bf64b7629f07,grid
c6c78dbc-38f2-11ac-ef89-b78bf10fb538,grid
bd6a0a80-8e10-c90a-aa20-cdcc9cce3afb,grid
05f33bdd-5dcb-56ad-ec53-a44e8d665edd,grid
30d4affe-0914-024c-5b86-0bbfd6f22132,grid
a8134abf-fb72-ced6-9b5b-cc131a42d007,grid
ac4385e9-eb09-1822-1dd8-c314d21e48a9,grid
71e9c334-7cf6-c917-de45-4bb1c986d5ff,grid
cdb006fa-2df0-8acb-2266-d4b1dc775bdf,grid
678a7cb1-b10b-3941-d476-4f35b3c189a8,grid
bc928409-a938-6da2-07cd-36f90fd1cad2,grid
53f3bc0f-9b47-a0d3-f8a3-8b18f11836a3,grid
d834a061-3a03-fb0b-a8a7-19b949f018fa,grid
ac6b2a7c-8e09-8437-7e4e-7b53a0cbe842,grid
9d468d2d-2520-4f33-6d8d-29accdfad505,grid
1488cd7b-1110-7c89-d7f8-cec8de168d46,grid
87f09765-b9b4-1dcb-53e1-ecf786bd4ef5,grid
f9e549df-d8e4-b176-7207-a57470c120b0,grid
794a2939-17b2-a84b-4e46-fb34c17de9ef,
e1b6abf9-982a-c10c-c277-6940bc27261e,
99c79f6a-4af0-e0d8-912a-68cc60e77051,
9ecaebf4-a60a-99d7-c0a8-8871fd60ed9a,
c99eef73-44dd-5841-d9ef-8cd8eac98000,
b1fe67b8-595d-9ce3-32c7-b74a396f7f51,
da217dcd-ad37-62ad-4470-dd3cd0642989,
7eeed0ec-d528-fab7-b79b-59e59034f5ab,
9bce5772-c4fc-91b7-730d-888dfe0bd693,
fb059985-648f-b457-8967-0a4afbab0735,
0768246c-6ac8-fc12-6389-c9b6887bf728,
e248331e-045c-17bf-96ae-24eb9f1e6d49,
03adea93-9642-c616-5d34-65a6ada997fa,
9397d6c3-c9bf-07b6-0e2b-218c49bb3770,
a5afbe9f-16d9-d4c6-3121-7b120993c81d,
7552be9d-e62e-4707-54f8-d4ebb64e6da6,
4f1b8125-897a-9a31-a74b-aeda56cb8122,
f2becb95-a4c5-a22a-a3a1-564103e5ccfe,
69bea4e9-568e-2c54-ca4c-6fad13da172f,
