GB3_buildings,adresse,base,bâtiment,édifice,école,hôpital,police,caserne de pompiers,poste frontière,prison,site du patrimoine,université,monument,maison,logement,arène,établissement,bureau,bureaux
GB3_elevation,contour,dem,dsm,dtm,mne,mnt,élévation,spot
GB3_lidar,lidar
GB3_transportation,chemin,rue,transport,port,marine,voie navigable,route d'hiver,aéroport
GB3_hydrography,base,hydrographie,zone humide,aquifère,eau,bassin versant,bassin,rivière,lac,océan,mer,aquatique,île,ruisseau,ruisseau,eau souterraine,hydrologique
GB3_imagery,imagerie,uav,drone,ortho
GB3_landcover,base,couverture du sol,parcelle de terrain,limite municipale,limite provinciale,limite fédérale,territoire fédéral,zone protégée,terrain contaminé,base militaire,zone inondable,parc,végétation
GB3_geodetic,géodésique,point de contrôle,monument de contrôle,monument d'arpentage
GB3_aboriginal_lands,autochtone,métis
GB3_telecom,câble,télécommunication,tour,fibre optique,couverture de services,centre de données,capacité de stockage,station de réception par satellite
GB3_mining,exploitation minière,projet minier,bassin de rétention
GB3_adaptation,données de rivage,pergélisol,agriculture
GB3_economy,données économiques,qualité de vie,niveau d'éducation,revenus,recensement
GB3_energy,énergie,pipeline,ligne de transmission,centrale électrique,puits,barrage,centrale nucléaire,énergie alternative,réseau hydrographique
