id,spatial_representation_type
76a54113-1381-4824-b39c-2b32d2dfc652,textTable
41c6e75b-b53b-4075-b0e2-f42d6b0de186,vector
00f182a4-6159-422b-9e3c-37373b42500e,
0a520c14-de41-4557-bd40-8a3fee2e1d4b,
0aaa90ce-dda9-4d36-a91b-88a19b59c2b8,
0ad7397f-d61d-4ca6-a335-2353336b6a66,
0b1da87d-a0dc-474e-bcca-1449bb543ed8,
0b9bf6cb-cb27-4b96-adec-faeb113a926a,
0b9e24bc-0329-4654-ba06-5f1322d0e00e,
0ba70188-0b89-4873-9f16-20a799907d4f,
0bfffda9-e269-45b3-b19a-ed82d2d02958,
0caef331-8b2d-47eb-ae43-92f7f782e511,
0cc84f1a-99a0-47fa-8637-62a4049c8b1b,
0d3f05fd-9dd7-4bbc-b954-1d64e9a3a825,
0d06a82b-c794-4b50-8add-ca56fa0172d8,
0dfd5f5f-c597-41e4-b246-944219db06fa,
0e2a7d83-237c-4dab-a8a1-6a6923762bb3,
0e3bffc8-fca6-459c-be2d-c08fcea059b4,
0fda65d1-8b8b-4dbd-bbc0-4d37d269e812,
01ff9c2a-1bb1-4f0e-8f34-cf856cfde731,
1a1de171-c79c-49db-ad6a-840b7387e650,
1a78a4bb-53e8-4c89-94fe-74b550100120,
1a805dbb-8561-4ac7-bb32-56f7b7dfb2bd,
1ab7645c-30ee-4111-8cc1-f56d4e057a90,
1b1f6694-8df9-4324-8916-8701c0c4ddc2,
1b6cb20b-5d1d-443d-8e04-28558e9277f3,
1b577abd-0934-4432-84c9-738061b0fa9b,
1bcb7bcb-264c-47c2-a305-9cd927caac43,
1bd8313d-afc9-472e-94e7-e2dc73ab82cd,
1d0ff3cc-c741-4151-ad75-c306951ecf0a,
1dca0082-e337-4464-be23-39c7f2e9cb71,
1deba044-049b-44e5-9633-fdcc938a9dbf,
1e2ada37-c1c9-4b08-90ee-3a3d9b88c9cb,
1e400285-4c65-4fbf-8fcb-7de7059010a2,
1ea56b9c-4322-46bb-a86e-70cbc5ac9fd5,
1eba8758-06cf-481e-a17b-8e8fe0f8bb54,
1ee13231-7a1c-49fc-af8c-588a2db26868,
1efae82d-116d-43c0-b57d-dfce257ba17b,
1f4d63df-5334-45aa-ae4c-b852bae2d541,
1f4f04dd-429e-46bd-8238-a359bddaf05e,
1f9a6326-0bbe-45d2-a59b-4172ff000d08,
1fc3b3ef-0f5f-4ebc-86f7-cf10d1b26e54,
1fe13e3e-79f8-4f91-8aae-b5f2b0fa6d93,
02b994c6-daa1-4c17-afd4-34b2e7487c4c,
02d55a16-541c-4f3d-a305-31b624015329,
02ebab3f-b787-4bc0-a77e-587999ae938a,
02f8614e-e360-405e-b29e-aeaec9b9df02,
02fa20b3-4a78-48b3-b783-5b23a7e81402,
2a04deab-1321-47e7-acae-d2b52dd3a9fd,
2a16aa81-5996-4eda-bff7-e87663bc064c,
2a5992c4-a050-46b8-b735-641cbc799a8e,
2a8604a8-5f18-4c06-8556-de76b43e2458,
2b0a2ad3-d7b5-4b5f-937e-87b92a7d40f5,
2b4837f9-0877-4581-a00f-9d9c1d5a1794,
2b72389a-fe6f-4203-bd09-414a3a9fa872,
2bc2bace-5ccd-4f6d-abeb-297e7f6e3dad,
2c85abea-b2c8-4fd6-9987-b8f3eee63a01,
2cbc889d-f943-420e-98bc-4559a506f499,
2cecdc9e-467a-40d8-9141-e42667e5e9c0,
2d3d99f4-f538-4c22-afcb-adf31f32399e,
2d6eb917-cb42-44da-8b62-14f32698f1e6,
2d28b471-c581-413c-8df5-a6dcbc0ea2cc,
2d732d5a-050e-47d8-b75f-48a005359b8d,
2d762c35-48ab-4210-8832-a5d6207ecc36,
2df9b957-eb1a-49ff-b600-21a8e958938d,
2e6c423a-dd0f-48f0-aaa6-c756113947da,
2e025222-83e3-4287-bf94-69da3ab61975,
2ebff281-e9b4-45ed-8f41-e0e31acf2c31,
2ecac7c0-4138-426e-9308-872cbc500349,
2f2c8a98-ed4d-435b-ae03-63c21db84364,
2fba3766-ce10-48b2-b2e5-e23e2748a23d,
2fdd56ad-5678-4090-a9ed-46eb50625a42,
003b9edc-f43f-4172-b964-1c99c147759c,
03b66b45-a626-4180-8254-c8db8ff12d18,
03d9b82e-38c8-4225-a489-dd5e7be597f4,
3a9595ae-5579-436e-a734-dd37e9858246,
3ae27595-4a5a-4c29-ad74-5e5fa9cc1189,
3afb1138-ac83-4981-9177-45b0f9108208,
3b0f3ead-a82e-45eb-b5dd-26ed54c3e561,
3baa985d-9282-4875-9881-7e4b8bb11dae,
3baeec70-16bb-40e8-b662-1136f6c693ee,
3bcdd043-00b3-4153-a719-8e6e3b8eeae7,
3be45faf-b60f-4b48-abec-614aa5cd0d7f,
