id,spatial_representation_type
b3680470-f0e2-f2e0-5d6b-7913e685312e
4754b380-f33c-b790-d7b6-6357df2db816
a73ae1bf-f847-5f07-400e-1cb9a7a74bae
3e43c300-988d-61e9-a8d3-19a8de0226d4
bf9c2600-1583-ea0f-0259-8ad0c447e9ab
cc5ac6f4-d5b6-2559-3277-f7ffb0c09c32
51d3826f-b1c5-06e6-c01d-4c8dcf3ca659
8fcfb8c3-0e2d-9c3c-bf58-d903ae1f8372
dde7d959-6a59-4630-644d-3290ae2dae08
c3013637-71df-2149-be74-33af1a1f27fe
5d2aaf11-24e0-8c3d-8985-491045e9cc57
255f3d41-c4c5-444c-390f-8400f4d5ece2
8817018f-8cf2-ccf0-5c2a-238b294a806d
338558bc-36b1-f8ef-b0d0-1f2c6b22e588
43e3c208-1345-fe3a-791d-e62726409e43
c9ced775-b632-bba1-0c2e-aec493d89bca
c33bc44e-8e02-d4a2-f4bb-a9a31b2f4e8e
f9ccfb23-0c7a-10e9-46fa-5a687dca49b4
a11694bd-cf0a-9db5-edcf-dc69b5053654
b77c6415-fdee-5b8c-50ea-972f8e42aad8
d8693768-7a6d-7f89-10f2-6f2377e48dd6
dae0e7aa-0ac5-da61-7933-9c100d8ce19a
a69deada-ec19-142a-224a-79a99a0c1db9
78947530-b8c5-420f-3fab-1b0b2eaa7c52
626c43d6-5424-f823-14d1-ee3975747474
a52fd2ac-f87c-e234-b9e1-1b4db8bf3063
8b6a7722-200c-9b6a-789d-33f4f4b8704d
ef0bf86c-4b08-5675-9f9f-179c9b85e133
d0d08cb0-8e7d-8882-f696-39314d4bb9bd
9069e55d-71df-fe9c-ea84-ede673549827
c47bb599-d05c-180a-827c-8adf48671df7
a1b3024b-a927-030e-bce0-b6662786b3b4
0a62aa3b-5e76-d7ba-9326-1daa415929d1
c8cdb846-7358-56c4-7ecc-b8c90b9dd238
737eb68a-3ca8-b90e-eb1b-e3a883d54953
3c1e9b1a-b025-763d-6226-3b0f11d277ed
d24b9598-90c8-dcd5-831c-91ca38b657c6
1399498a-9748-d8bb-eb8e-0bb48880e5be
e1c463f1-636d-6144-a4bc-b591c0d1eaad
12c89aa5-063a-f0ed-334a-3019133b9ee8
33f573dc-a097-83ad-c6ce-2efe01c1b04c
72446234-7a8b-8491-a8c2-aadae9eb077e
a9103f31-f16b-a7a2-d056-68a685155c22
eaaef3a6-1100-fa3b-5c05-f4b97b0fab1e
b8c8465e-d4ca-ecc7-b006-5bcb411359a0
08e4f3fc-b172-486e-2988-9d6fabeab0a0
bccec6ac-e45f-0d8a-2ba8-72949fbdc251
4c25b5b6-1910-9efb-d40e-8d4c21a7aabc
2b9cfd52-b227-0b04-7129-879872793c62
e3d23f98-9ff3-adf5-f68a-99c05bbab0e7
b70e7d5b-dd54-7711-57cf-c0c45d7147d1
00b8aaa3-2f21-6c56-7dee-1ba60cf0ccd2
dc0828d7-2827-0ae7-b129-ab8d37c538d5
fe1761bf-5e9f-c098-098e-a205519a43b3
c409a88e-1692-98ce-7a49-b86ec695d8dc
12131264-d922-40f5-188e-495225eeaa61
465490c4-3950-d499-6750-16a7cda68745
05cbcb86-fcff-07ba-b98a-9c81a56ca259
05bddd71-0434-b0f9-47a2-fc657dcc3b34
9fe61898-21bc-32d2-665c-951e83cc8c92
925ee6e9-050a-2d03-a65d-499978485941
af7a0c3b-7b34-13ea-3c0c-db7121448ca8
fbf5db0b-0ad5-945c-60e5-897c45a619d5
c870a7ac-3e95-4751-5bb2-4690c9f52bab
4879e498-c9ac-44a3-d7d1-21af22e2224c
bc84bcd7-a8fa-7d19-ae5d-4e3cb0d64bdc
519026b1-1e90-4d67-edda-84d6964ba65c
7808ef93-843a-fc10-a87c-250665f68ec5
6e11b266-a276-763e-abfc-fdbb3ed8386f
cd4afdd3-ef6b-fee3-93a8-49028acac866
080c00fe-166d-c84e-5f93-d3721d222cd1,vector
6db3ec96-7f38-9f5c-9997-6af5a1e9987e
b3513b89-552d-2ff1-f525-bc4eb7df1006,grid
bca5a9e9-9356-181c-8462-562f409fcbd3
712e7355-91d7-7b4f-9d46-1e7b5561cd95
5761d47b-c428-f62e-ea54-edb4cf76a627
2b58a077-a207-0cda-4593-4e7c0aae6dda,grid
3b2d289f-ac63-a822-c5d6-4e7ddd0e875a,grid
3812f14e-8bef-5ba2-57fe-54a350610aa7,grid
aa5f3762-2ec9-e669-eb3c-a357a15d9e3e,vector
213fbdff-93dd-b7df-7bcd-8239fca8fce8,grid
56f75efc-3681-34ce-6440-c2c8a8457332,vector
bc5f772b-3076-4484-6321-e8ce97d611e7,vector
d99505d3-abca-f54e-916b-87f784afa98a,grid
fcfe0960-7e4a-fbb1-50cf-b39a005ac85e,vector
c4af3638-40a2-f569-be58-414588fe1676,vector
6e2c4f54-c8ce-07b0-f897-859bfd3230f4,vector
1fa8bf36-761e-5a69-399d-ed73e05b0974,vector
f1f16e7d-a959-fe16-2857-361268ca1acb,vector
af456a56-b162-032d-69ee-719d3aac9ac7,vector
8698de17-dcad-6741-8a18-c9de0b358c69,textTable
3227bfdf-a35c-f499-03f5-ee4a33f92bc8,textTable
9c3249f8-3600-fe5a-7219-da88e6b8c075
804a1d01-7ec3-a54c-022f-faf471350661
3d48d117-64a0-e504-085d-159c69ee51da
40544b3a-4821-55cf-95c5-ff056f1ade05
846ad509-d380-baa2-8fb7-9ddd4b273385
29122e72-5762-25f0-732f-c6377f11763f
6b4986cb-d1a5-266b-c85b-b3825d72859e
bbe11da1-2a0e-089d-280f-640419227d7b
61a2ec1a-0c9e-3f44-d877-c9ce3e61c2b1
600299a1-4265-500d-264a-e57f61529b29
c6ef7692-22fc-bb22-3885-719ff502861a
02c94bcc-1568-3963-e178-7e83cf9c55f0
857ebc50-871f-b094-b1da-e2aea16b43d8
d62291b2-5c9a-39a4-0f43-6af1ecc5b215
9bcfbc30-2608-7fa2-cb62-1229c300e5f8
035a61b4-34c8-82b8-d3f3-a7f9af35b87a
353f1c79-ac2d-b6cb-3ba6-d8e298be7adf
e4d4f1aa-e54f-26a5-1b79-4822cfa74696
26ca9d92-4236-4424-cd7f-a2aa3dfd7bd6
c39df761-49fe-43a1-b7ff-b8336d24ce31
fa349b87-f7af-1b65-2aa3-f1dffa7b6e3c
261de4cb-37d6-72f9-27f5-7598d6b535af
8c387c19-9411-c58c-89d3-9e222ea3f50a
3973228e-8905-b6da-3db2-2c1d3cdca486
90fb70ae-54d8-e520-97a6-42a9d96c0d4a
b5004edb-c3d2-4de0-a7e9-158d043c8b4d,vector
9ca4bf2f-38ff-b81a-0b22-790ea1bb13af,vector
7b27cd43-cab0-88c2-4836-e59a4cb0adfb,vector
f33b82cd-19ae-2eca-420d-05beabda6408,textTable
5a86d8f4-1ec3-da3c-709a-e2c79a1653a4,textTable
915d851b-7322-518f-6747-33d1ed4ce61e,vector
fefafa4a-ceb1-0109-5169-e5ac5e79979d,vector
4c8566db-bf93-2bc9-13af-56c0a564761b,vector
3768cd9a-f490-02f4-4bee-9127845d9592,vector
45b1caf8-00ae-63d3-2931-7918fe66853b,vector
31f1830a-b55b-4ef5-33b3-b2a490aa520b,vector
6a996ddf-8121-4765-4657-646a0b3b043f,vector
058b74e9-de96-77c5-f196-e679a3d7ea38,vector
885eee85-11f0-18bb-c954-48e5ff8bf551,vector
9c38e7b9-c3b5-a394-e60a-b145b9ee31eb,vector
b0cb5be4-63dd-cc4c-420d-99c6a74b207a,vector
a3994d9e-ed40-fa6a-372d-f9820eae269d
2202b9aa-08ce-cb6b-110d-dedbcef637e4
b5b08492-542a-811d-fdaf-3357fd01e5b4
0825dc02-4b01-2f6a-0cc7-d37d1c861279
82d30e5f-6e12-3198-1f6a-a5d0857d54e3,vector
8f02ff20-59de-0313-7b1a-8f6d8d41d1fe,vector
5fb0f267-ff0e-6060-a0d4-da5e654b1c7a,vector
69942bdb-560e-7420-e784-d7eaaed053a1,vector
c7d22b09-1289-0803-8772-6e2f35d5a50a,vector
82cd7a8a-3ca9-c06d-940c-4a0201bb1f65,textTable
006771a7-cbe0-f0fc-5aa3-4af1e8d11306,vector
